Designator,Mid X,Mid Y,Layer,Rotation
"C1",150.5300,-86.7900,top,0.0000
"D1",150.4300,-91.6900,top,0.0000
"D2",139.4300,-95.6900,top,45.0000
"D3",135.4300,-106.6900,top,90.0000
"D4",139.4300,-117.6900,top,135.0000
"D5",150.4300,-121.6900,top,180.0000
"D6",161.4300,-117.6900,top,225.0000
"D7",165.4300,-106.6900,top,270.0000
"D8",161.4300,-95.6900,top,315.0000
