Ref,Val,Package,PosX,PosY,Rot,Side
"R1","120R","R_0805_2012Metric",191.8000,-49.8000,0.0000,top
"U1","DS2431","TSOC-6_3.76x3.94mm_P1.27mm",191.8000,-32.9000,0.0000,top
